year,species_code,species_name,surv,type,hls,nss
1996,30060,Pacific ocean perch,GOA,total,35,718
1996,30150,Dusky rockfish,GOA,total,81,652
1996,30420,northern rockfish,GOA,total,33,462
1997,10210,yellowfin sole,EBS_SHELF,total,23,466
1997,10261,northern rock sole,EBS_SHELF,total,20,336
1997,21720,Pacific cod,AI,total,150,845
1997,21720,Pacific cod,EBS_SHELF,total,70,719
1997,21740,walleye pollock,AI,total,154,1078
1997,21740,walleye pollock,EBS_SHELF,total,75,1193
1997,21921,Atka mackerel,AI,total,86,433
1997,30050,REBS rockfish complex,AI,total,150,578
1997,30060,Pacific ocean perch,AI,total,238,1224
1997,30420,northern rockfish,AI,total,115,652
1998,10110,arrowtooth flounder,EBS_SHELF,total,14,275
1998,10115,Greenland turbot,EBS_SHELF,total,39,127
1998,10210,yellowfin sole,EBS_SHELF,total,29,570
1998,10261,northern rock sole,EBS_SHELF,total,35,405
1998,10285,Alaska plaice,EBS_SHELF,total,27,416
1998,21720,Pacific cod,EBS_SHELF,total,58,635
1998,21740,walleye pollock,EBS_SHELF,total,67,1233
1999,10110,arrowtooth flounder,GOA,total,147,931
1999,10130,flathead sole,EBS_SHELF,total,34,413
1999,10130,flathead sole,GOA,total,86,605
1999,10180,Dover sole,GOA,total,101,353
1999,10200,rex sole,GOA,total,99,421
1999,10210,yellowfin sole,EBS_SHELF,total,60,770
1999,10261,northern rock sole,EBS_SHELF,total,53,506
1999,10261,northern rock sole,GOA,total,54,382
1999,10262,southern rock sole,GOA,total,50,355
1999,20510,sablefish,GOA,total,202,634
1999,21720,Pacific cod,EBS_SHELF,total,89,860
1999,21720,Pacific cod,GOA,total,117,682
1999,21740,walleye pollock,EBS_SHELF,total,115,1364
1999,21740,walleye pollock,GOA,total,222,1257
1999,30050,REBS rockfish complex,GOA,total,123,650
1999,30060,Pacific ocean perch,GOA,total,136,963
1999,30150,Dusky rockfish,GOA,total,42,184
1999,30420,northern rockfish,GOA,total,48,293
2000,10130,flathead sole,EBS_SHELF,total,38,453
2000,10210,yellowfin sole,EBS_SHELF,total,69,897
2000,10261,northern rock sole,EBS_SHELF,total,45,403
2000,10285,Alaska plaice,EBS_SHELF,total,28,359
2000,21720,Pacific cod,AI,total,153,828
2000,21720,Pacific cod,EBS_SHELF,total,77,864
2000,21740,walleye pollock,AI,total,159,868
2000,21740,walleye pollock,EBS_SHELF,total,106,1545
2000,21921,Atka mackerel,AI,total,144,831
2000,30050,REBS rockfish complex,AI,total,145,490
2000,30060,Pacific ocean perch,AI,total,266,1238
2000,30420,northern rockfish,AI,total,147,725
2001,10110,arrowtooth flounder,GOA,total,234,1384
2001,10130,flathead sole,EBS_SHELF,total,40,536
2001,10130,flathead sole,GOA,total,144,863
2001,10180,Dover sole,GOA,total,186,543
2001,10200,rex sole,GOA,total,203,677
2001,10210,yellowfin sole,EBS_SHELF,total,64,751
2001,10261,northern rock sole,EBS_SHELF,total,48,439
2001,10261,northern rock sole,GOA,total,158,595
2001,10262,southern rock sole,GOA,total,151,701
2001,10285,Alaska plaice,EBS_SHELF,total,29,335
2001,21720,Pacific cod,EBS_SHELF,total,105,950
2001,21720,Pacific cod,GOA,total,246,751
2001,21740,walleye pollock,EBS_SHELF,total,127,1641
2001,21740,walleye pollock,GOA,total,229,924
2001,30150,Dusky rockfish,GOA,total,112,718
2001,30420,northern rockfish,GOA,total,157,533
2002,10110,arrowtooth flounder,EBS_SLOPE,total,89,483
2002,10112,Kamchatka flounder,EBS_SLOPE,total,149,607
2002,10115,Greenland turbot,EBS_SLOPE,total,143,462
2002,10130,flathead sole,EBS_SHELF,total,35,465
2002,10210,yellowfin sole,EBS_SHELF,total,66,769
2002,10261,northern rock sole,EBS_SHELF,total,65,507
2002,10285,Alaska plaice,EBS_SHELF,total,45,444
2002,21720,Pacific cod,AI,total,255,1270
2002,21720,Pacific cod,EBS_SHELF,total,100,947
2002,21740,walleye pollock,AI,total,271,1340
2002,21740,walleye pollock,EBS_SHELF,total,149,1668
2002,21921,Atka mackerel,AI,total,186,789
2002,30050,REBS rockfish complex,AI,total,127,451
2002,30060,Pacific ocean perch,AI,total,184,337
2002,30060,Pacific ocean perch,EBS_SLOPE,total,51,299
2002,30420,northern rockfish,AI,total,109,259
2003,10110,arrowtooth flounder,GOA,total,190,1034
2003,10115,Greenland turbot,EBS_SHELF,total,105,407
2003,10130,flathead sole,EBS_SHELF,total,60,285
2003,10130,flathead sole,GOA,total,138,499
2003,10180,Dover sole,GOA,total,151,504
2003,10200,rex sole,GOA,total,153,596
2003,10210,yellowfin sole,EBS_SHELF,total,67,752
2003,10261,northern rock sole,EBS_SHELF,total,57,506
2003,10261,northern rock sole,GOA,total,109,519
2003,10262,southern rock sole,GOA,total,112,577
2003,21720,Pacific cod,EBS_SHELF,total,184,1360
2003,21720,Pacific cod,GOA,total,210,711
2003,21740,walleye pollock,EBS_SHELF,total,167,1625
2003,21740,walleye pollock,GOA,total,290,1115
2003,30050,REBS rockfish complex,GOA,total,163,510
2003,30060,Pacific ocean perch,GOA,total,186,1003
2003,30150,Dusky rockfish,GOA,total,36,276
2003,30420,northern rockfish,GOA,total,41,272
2004,10110,arrowtooth flounder,EBS_SHELF,total,41,592
2004,10115,Greenland turbot,EBS_SHELF,total,73,280
2004,10115,Greenland turbot,EBS_SLOPE,total,160,478
2004,10130,flathead sole,EBS_SHELF,total,32,473
2004,10210,yellowfin sole,EBS_SHELF,total,57,763
2004,10261,northern rock sole,EBS_SHELF,total,29,441
2004,21720,Pacific cod,AI,total,167,775
2004,21720,Pacific cod,EBS_SHELF,total,108,1040
2004,21740,walleye pollock,AI,total,94,583
2004,21740,walleye pollock,EBS_SHELF,total,128,1650
2004,21921,Atka mackerel,AI,total,140,598
2004,30050,REBS rockfish complex,AI,total,148,472
2004,30060,Pacific ocean perch,AI,total,162,1031
2004,30060,Pacific ocean perch,EBS_SLOPE,total,63,425
2004,30420,northern rockfish,AI,total,110,515
2005,10110,arrowtooth flounder,GOA,total,226,729
2005,10115,Greenland turbot,EBS_SHELF,total,87,278
2005,10130,flathead sole,EBS_SHELF,total,37,531
2005,10130,flathead sole,GOA,total,132,551
2005,10180,Dover sole,GOA,total,166,518
2005,10200,rex sole,GOA,total,164,592
2005,10210,yellowfin sole,EBS_SHELF,total,70,681
2005,10261,northern rock sole,EBS_SHELF,total,38,416
2005,10261,northern rock sole,GOA,total,87,385
2005,10262,southern rock sole,GOA,total,98,409
2005,10285,Alaska plaice,EBS_SHELF,total,37,337
2005,21720,Pacific cod,EBS_SHELF,total,156,1280
2005,21720,Pacific cod,GOA,total,136,536
2005,21740,walleye pollock,EBS_SHELF,total,150,1653
2005,21740,walleye pollock,GOA,total,335,1522
2005,30050,REBS rockfish complex,GOA,total,146,425
2005,30060,Pacific ocean perch,GOA,total,193,1023
2005,30150,Dusky rockfish,GOA,total,126,475
2005,30420,northern rockfish,GOA,total,117,421
2006,10115,Greenland turbot,EBS_SHELF,total,81,239
2006,10130,flathead sole,EBS_SHELF,total,54,508
2006,10210,yellowfin sole,EBS_SHELF,total,66,431
2006,10261,northern rock sole,EBS_SHELF,total,72,539
2006,10285,Alaska plaice,EBS_SHELF,total,42,444
2006,21720,Pacific cod,AI,total,203,754
2006,21720,Pacific cod,EBS_SHELF,total,213,1300
2006,21740,walleye pollock,AI,total,107,575
2006,21740,walleye pollock,EBS_SHELF,total,534,1573
2006,21921,Atka mackerel,AI,total,128,525
2006,30050,REBS rockfish complex,AI,total,133,459
2006,30060,Pacific ocean perch,AI,total,164,462
2006,30420,northern rockfish,AI,total,98,535
2007,10110,arrowtooth flounder,GOA,total,289,786
2007,10115,Greenland turbot,EBS_SHELF,total,103,311
2007,10130,flathead sole,EBS_SHELF,total,70,560
2007,10130,flathead sole,GOA,total,134,755
2007,10180,Dover sole,GOA,total,104,371
2007,10200,rex sole,GOA,total,86,416
2007,10210,yellowfin sole,EBS_SHELF,total,105,772
2007,10261,northern rock sole,EBS_SHELF,total,71,463
2007,10261,northern rock sole,GOA,total,122,466
2007,10262,southern rock sole,GOA,total,121,448
2007,10285,Alaska plaice,EBS_SHELF,total,65,335
2007,21720,Pacific cod,EBS_SHELF,total,294,1441
2007,21720,Pacific cod,GOA,total,106,471
2007,21740,walleye pollock,EBS_SHELF,total,495,1489
2007,21740,walleye pollock,GOA,total,257,1327
2007,30050,REBS rockfish complex,GOA,total,110,435
2007,30060,Pacific ocean perch,GOA,total,162,1177
2007,30150,Dusky rockfish,GOA,total,145,512
2007,30420,northern rockfish,GOA,total,147,614
2008,10115,Greenland turbot,EBS_SHELF,total,92,235
2008,10115,Greenland turbot,EBS_SLOPE,total,145,456
2008,10130,flathead sole,EBS_SHELF,total,88,581
2008,10210,yellowfin sole,EBS_SHELF,total,109,830
2008,10261,northern rock sole,EBS_SHELF,total,37,369
2008,10285,Alaska plaice,EBS_SHELF,total,54,353
2008,21720,Pacific cod,EBS_SHELF,total,213,1213
2008,21740,walleye pollock,EBS_SHELF,total,426,1247
2008,30060,Pacific ocean perch,EBS_SLOPE,total,76,413
2009,10110,arrowtooth flounder,GOA,total,169,822
2009,10115,Greenland turbot,EBS_SHELF,total,112,344
2009,10130,flathead sole,EBS_SHELF,total,90,666
2009,10130,flathead sole,GOA,total,137,692
2009,10180,Dover sole,GOA,total,148,467
2009,10200,rex sole,GOA,total,156,484
2009,10210,yellowfin sole,EBS_SHELF,total,114,751
2009,10261,northern rock sole,EBS_SHELF,total,101,579
2009,10261,northern rock sole,GOA,total,95,507
2009,10262,southern rock sole,GOA,total,96,508
2009,10285,Alaska plaice,EBS_SHELF,total,107,590
2009,21720,Pacific cod,EBS_SHELF,total,253,1412
2009,21720,Pacific cod,GOA,total,161,548
2009,21740,walleye pollock,EBS_SHELF,total,467,1342
2009,21740,walleye pollock,GOA,total,342,1559
2009,30050,REBS rockfish complex,GOA,total,125,928
2009,30060,Pacific ocean perch,GOA,total,129,418
2009,30150,Dusky rockfish,GOA,total,87,495
2009,30420,northern rockfish,GOA,total,112,651
2010,10110,arrowtooth flounder,AI,total,145,477
2010,10110,arrowtooth flounder,EBS_SHELF,total,81,470
2010,10110,arrowtooth flounder,EBS_SLOPE,total,134,767
2010,10112,Kamchatka flounder,AI,total,115,450
2010,10115,Greenland turbot,EBS_SHELF,total,116,358
2010,10115,Greenland turbot,EBS_SLOPE,total,151,492
2010,10130,flathead sole,EBS_SHELF,total,103,668
2010,10210,yellowfin sole,EBS_SHELF,total,121,827
2010,10261,northern rock sole,EBS_SHELF,total,97,490
2010,10285,Alaska plaice,EBS_SHELF,total,81,448
2010,21720,Pacific cod,AI,total,173,673
2010,21720,Pacific cod,EBS_SHELF,total,209,1292
2010,21740,walleye pollock,AI,total,77,432
2010,21740,walleye pollock,EBS_SHELF,total,501,1385
2010,21921,Atka mackerel,AI,total,151,560
2010,30050,REBS rockfish complex,AI,total,117,482
2010,30060,Pacific ocean perch,AI,total,173,951
2010,30060,Pacific ocean perch,EBS_SLOPE,total,77,415
2010,30420,northern rockfish,AI,total,124,538
2011,10110,arrowtooth flounder,GOA,total,219,898
2011,10115,Greenland turbot,EBS_SHELF,total,95,381
2011,10130,flathead sole,EBS_SHELF,total,103,740
2011,10130,flathead sole,GOA,total,168,672
2011,10180,Dover sole,GOA,total,141,459
2011,10200,rex sole,GOA,total,135,509
2011,10210,yellowfin sole,EBS_SHELF,total,101,753
2011,10261,northern rock sole,EBS_SHELF,total,83,384
2011,10261,northern rock sole,GOA,total,115,410
2011,10262,southern rock sole,GOA,total,105,382
2011,10285,Alaska plaice,EBS_SHELF,total,96,560
2011,21720,Pacific cod,EBS_SHELF,total,211,1253
2011,21720,Pacific cod,GOA,total,232,819
2011,21740,walleye pollock,EBS_SHELF,total,602,1746
2011,21740,walleye pollock,GOA,total,326,1662
2011,30050,REBS rockfish complex,GOA,total,122,402
2011,30060,Pacific ocean perch,GOA,total,286,794
2011,30150,Dusky rockfish,GOA,total,102,427
2011,30420,northern rockfish,GOA,total,114,430
2012,10110,arrowtooth flounder,AI,total,117,401
2012,10110,arrowtooth flounder,EBS_SHELF,total,71,620
2012,10110,arrowtooth flounder,EBS_SLOPE,total,77,473
2012,10112,Kamchatka flounder,EBS_SLOPE,total,128,682
2012,10115,Greenland turbot,EBS_SHELF,total,107,408
2012,10115,Greenland turbot,EBS_SLOPE,total,112,450
2012,10130,flathead sole,EBS_SHELF,total,87,597
2012,10210,yellowfin sole,EBS_SHELF,total,125,973
2012,10261,northern rock sole,EBS_SHELF,total,74,348
2012,10285,Alaska plaice,EBS_SHELF,total,100,475
2012,21720,Pacific cod,AI,total,153,598
2012,21720,Pacific cod,EBS_SHELF,total,248,1301
2012,21740,walleye pollock,AI,total,102,555
2012,21740,walleye pollock,EBS_SHELF,total,656,1785
2012,21921,Atka mackerel,AI,total,104,417
2012,30050,REBS rockfish complex,AI,total,158,557
2012,30060,Pacific ocean perch,AI,total,192,1140
2012,30060,Pacific ocean perch,EBS_SLOPE,total,63,472
2012,30420,northern rockfish,AI,total,114,576
2013,10110,arrowtooth flounder,GOA,total,201,822
2013,10115,Greenland turbot,EBS_SHELF,total,103,374
2013,10130,flathead sole,EBS_SHELF,total,131,681
2013,10130,flathead sole,GOA,total,139,630
2013,10180,Dover sole,GOA,total,123,395
2013,10200,rex sole,GOA,total,146,483
2013,10210,yellowfin sole,EBS_SHELF,total,107,803
2013,10261,northern rock sole,EBS_SHELF,total,73,352
2013,10261,northern rock sole,GOA,total,95,392
2013,10262,southern rock sole,GOA,total,98,444
2013,10285,Alaska plaice,EBS_SHELF,total,110,537
2013,21720,Pacific cod,EBS_SHELF,total,233,1418
2013,21720,Pacific cod,GOA,total,226,908
2013,21740,walleye pollock,EBS_SHELF,total,661,1847
2013,21740,walleye pollock,GOA,total,292,1557
2013,30050,REBS rockfish complex,GOA,total,233,1057
2013,30060,Pacific ocean perch,GOA,total,158,880
2013,30150,Dusky rockfish,GOA,total,119,434
2013,30420,northern rockfish,GOA,total,110,495
2014,10110,arrowtooth flounder,AI,total,76,314
2014,10110,arrowtooth flounder,EBS_SHELF,total,54,388
2014,10115,Greenland turbot,EBS_SHELF,total,103,340
2014,10130,flathead sole,EBS_SHELF,total,112,689
2014,10210,yellowfin sole,EBS_SHELF,total,93,790
2014,10261,northern rock sole,EBS_SHELF,total,55,279
2014,10285,Alaska plaice,EBS_SHELF,total,84,490
2014,21720,Pacific cod,AI,total,136,557
2014,21720,Pacific cod,EBS_SHELF,total,215,1420
2014,21740,walleye pollock,AI,total,125,717
2014,21740,walleye pollock,EBS_SHELF,total,776,2099
2014,21921,Atka mackerel,AI,total,102,478
2014,30050,REBS rockfish complex,AI,total,132,441
2014,30060,Pacific ocean perch,AI,total,179,1078
2014,30420,northern rockfish,AI,total,106,550
2015,10110,arrowtooth flounder,EBS_SHELF,total,102,611
2015,10110,arrowtooth flounder,GOA,total,177,617
2015,10115,Greenland turbot,EBS_SHELF,total,99,368
2015,10130,flathead sole,EBS_SHELF,total,433,734
2015,10130,flathead sole,GOA,total,287,683
2015,10180,Dover sole,GOA,total,243,367
2015,10200,rex sole,GOA,total,77,231
2015,10210,yellowfin sole,EBS_SHELF,total,104,875
2015,10261,northern rock sole,EBS_SHELF,total,80,372
2015,10261,northern rock sole,GOA,total,79,451
2015,10262,southern rock sole,GOA,total,72,398
2015,21720,Pacific cod,EBS_SHELF,total,439,1819
2015,21720,Pacific cod,GOA,total,124,773
2015,21740,walleye pollock,EBS_SHELF,total,830,2320
2015,21740,walleye pollock,GOA,total,238,1159
2015,30050,REBS rockfish complex,GOA,total,153,518
2015,30060,Pacific ocean perch,GOA,total,122,760
2015,30150,Dusky rockfish,GOA,total,106,471
2015,30420,northern rockfish,GOA,total,89,465
2016,10110,arrowtooth flounder,AI,total,249,477
2016,10110,arrowtooth flounder,EBS_SHELF,total,345,772
2016,10110,arrowtooth flounder,EBS_SLOPE,total,138,434
2016,10112,Kamchatka flounder,AI,total,118,449
2016,10112,Kamchatka flounder,EBS_SHELF,total,127,517
2016,10112,Kamchatka flounder,EBS_SLOPE,total,188,694
2016,10115,Greenland turbot,EBS_SHELF,total,114,316
2016,10115,Greenland turbot,EBS_SLOPE,total,144,620
2016,10130,flathead sole,EBS_SHELF,total,402,706
2016,10210,yellowfin sole,EBS_SHELF,total,129,876
2016,10261,northern rock sole,EBS_SHELF,total,104,517
2016,10285,Alaska plaice,EBS_SHELF,total,94,472
2016,21720,Pacific cod,AI,total,183,681
2016,21720,Pacific cod,EBS_SHELF,total,471,1624
2016,21740,walleye pollock,AI,total,268,753
2016,21740,walleye pollock,EBS_SHELF,total,697,1766
2016,21921,Atka mackerel,AI,total,84,300
2016,30050,REBS rockfish complex,AI,total,153,323
2016,30060,Pacific ocean perch,AI,total,473,1062
2016,30060,Pacific ocean perch,EBS_SLOPE,total,79,400
2016,30420,northern rockfish,AI,total,250,576
2017,10110,arrowtooth flounder,EBS_SHELF,total,283,523
2017,10110,arrowtooth flounder,GOA,total,597,896
2017,10112,Kamchatka flounder,EBS_SHELF,total,138,460
2017,10115,Greenland turbot,EBS_SHELF,total,65,217
2017,10130,flathead sole,EBS_SHELF,total,399,693
2017,10130,flathead sole,GOA,total,207,213
2017,10180,Dover sole,GOA,total,119,339
2017,10200,rex sole,GOA,total,279,558
2017,10210,yellowfin sole,EBS_SHELF,total,112,886
2017,10261,northern rock sole,EBS_SHELF,total,88,502
2017,10261,northern rock sole,GOA,total,123,591
2017,10262,southern rock sole,GOA,total,136,718
2017,10285,Alaska plaice,EBS_SHELF,total,100,552
2017,21720,Pacific cod,EBS_SHELF,total,668,1381
2017,21720,Pacific cod,GOA,total,132,330
2017,21740,walleye pollock,EBS_SHELF,total,749,1623
2017,21740,walleye pollock,GOA,total,333,895
2017,30050,REBS rockfish complex,GOA,total,188,488
2017,30060,Pacific ocean perch,GOA,total,141,1071
2017,30150,Dusky rockfish,GOA,total,65,429
2017,30420,northern rockfish,GOA,total,127,462
2018,10110,arrowtooth flounder,AI,total,307,588
2018,10110,arrowtooth flounder,EBS_SHELF,total,412,800
2018,10112,Kamchatka flounder,AI,total,368,628
2018,10112,Kamchatka flounder,EBS_SHELF,total,162,483
2018,10115,Greenland turbot,EBS_SHELF,total,87,191
2018,10130,flathead sole,EBS_SHELF,total,451,796
2018,10210,yellowfin sole,EBS_SHELF,total,114,720
2018,10261,northern rock sole,EBS_SHELF,total,105,563
2018,10285,Alaska plaice,EBS_SHELF,total,91,463
2018,21720,Pacific cod,AI,total,419,575
2018,21720,Pacific cod,EBS_SHELF,total,747,1532
2018,21740,walleye pollock,AI,total,296,904
2018,21740,walleye pollock,EBS_SHELF,total,789,1734
2018,21921,Atka mackerel,AI,total,312,1052
2018,30050,REBS rockfish complex,AI,total,145,314
2018,30060,Pacific ocean perch,AI,total,400,918
2018,30420,northern rockfish,AI,total,247,588
2019,10110,arrowtooth flounder,EBS_SHELF,total,373,708
2019,10110,arrowtooth flounder,GOA,total,661,896
2019,10112,Kamchatka flounder,EBS_SHELF,total,130,448
2019,10115,Greenland turbot,EBS_SHELF,total,72,110
2019,10130,flathead sole,EBS_SHELF,total,444,807
2019,10130,flathead sole,GOA,total,220,227
2019,10180,Dover sole,GOA,total,124,332
2019,10200,rex sole,GOA,total,361,679
2019,10210,yellowfin sole,EBS_SHELF,total,111,832
2019,10261,northern rock sole,EBS_SHELF,total,88,544
2019,10262,southern rock sole,GOA,total,217,673
2019,10285,Alaska plaice,EBS_SHELF,total,100,517
2019,21720,Pacific cod,EBS_SHELF,total,679,1449
2019,21720,Pacific cod,GOA,total,185,492
2019,21740,walleye pollock,EBS_SHELF,total,657,1537
2019,21740,walleye pollock,GOA,total,366,987
2019,30050,REBS rockfish complex,GOA,total,169,429
2019,30060,Pacific ocean perch,GOA,total,498,1225
2019,30150,Dusky rockfish,GOA,total,150,406
2019,30420,northern rockfish,GOA,total,104,368
2021,10130,flathead sole,EBS_SHELF,total,471,827
2021,10130,flathead sole,GOA,total,230,234
2021,10210,yellowfin sole,EBS_SHELF,total,344,983
2021,10261,northern rock sole,EBS_SHELF,total,98,644
2021,21740,walleye pollock,EBS_SHELF,total,671,1528
2021,21740,walleye pollock,GOA,total,226,669
